Model,Tiling,Index,Name,Type,Kernel,Stride,InputShape,OutputShape,Weight_B,Remaining_for_tiles,InTile_HW,InTile_B,OutTile_HW,OutTile_B,TileIO_B,Meta_B,TotalUB,Budget,WeightFitsUB,FailReason,Verdict
YOLOv10n,Adaptive_Full,31,model.10.attn.pe.conv,DW,3x3,1,20x20x128,20x20x128,1152,260480,22x22,61952,20x20,51200,113152,512,114816,262144,True,,PASS
YOLOv10n,Adaptive_Full,32,model.10.attn.proj.conv,1x1,1x1,1,20x20x128,20x20x128,16384,245248,20x20,51200,20x20,51200,102400,512,119296,262144,True,,PASS
YOLOv10n,Adaptive_Full,33,model.10.ffn.0.conv,1x1,1x1,1,20x20x128,20x20x256,32768,228864,20x20,51200,20x20,102400,153600,512,186880,262144,True,,PASS
YOLOv10n,Adaptive_Full,34,model.10.ffn.1.conv,1x1,1x1,1,20x20x256,20x20x128,32768,228864,20x20,102400,20x20,51200,153600,512,186880,262144,True,,PASS
YOLOv10n,Adaptive_Full,35,model.10.cv2.conv,1x1,1x1,1,20x20x256,20x20x256,65536,196096,19x19,92416,19x19,92416,184832,512,250880,262144,True,,PASS
YOLOv10n,Adaptive_Full,36,model.13.cv1.conv,1x1,1x1,1,40x40x384,40x40x128,49152,212480,20x20,153600,20x20,51200,204800,512,254464,262144,True,,PASS
YOLOv10n,Adaptive_Full,37,model.13.m.0.cv1.conv,Conv,3x3,1,40x40x64,40x40x64,36864,224768,42x42,112896,40x40,102400,215296,512,252672,262144,True,,PASS
YOLOv10n,Adaptive_Full,38,model.13.m.0.cv2.conv,Conv,3x3,1,40x40x64,40x40x64,36864,224768,42x42,112896,40x40,102400,215296,512,252672,262144,True,,PASS
YOLOv10n,Adaptive_Full,39,model.13.cv2.conv,1x1,1x1,1,40x40x192,40x40x128,24576,237056,27x27,139968,27x27,93312,233280,512,258368,262144,True,,PASS
YOLOv10n,Adaptive_Full,40,model.16.cv1.conv,1x1,1x1,1,80x80x192,80x80x64,12288,249344,31x31,184512,31x31,61504,246016,512,258816,262144,True,,PASS
YOLOv10n,Adaptive_Full,41,model.16.m.0.cv1.conv,Conv,3x3,1,80x80x32,80x80x32,9216,252416,63x63,127008,61x61,119072,246080,512,255808,262144,True,,PASS
YOLOv10n,Adaptive_Full,42,model.16.m.0.cv2.conv,Conv,3x3,1,80x80x32,80x80x32,9216,252416,63x63,127008,61x61,119072,246080,512,255808,262144,True,,PASS
YOLOv10n,Adaptive_Full,43,model.16.cv2.conv,1x1,1x1,1,80x80x96,80x80x64,6144,255488,39x39,146016,39x39,97344,243360,512,250016,262144,True,,PASS
YOLOv10n,Adaptive_Full,44,model.17.conv,Conv,3x3,2,80x80x64,40x40x64,36864,224768,53x53,179776,26x26,43264,223040,512,260416,262144,True,,PASS
YOLOv10n,Adaptive_Full,45,model.19.cv1.conv,1x1,1x1,1,40x40x192,40x40x128,24576,237056,27x27,139968,27x27,93312,233280,512,258368,262144,True,,PASS
YOLOv10n,Adaptive_Full,46,model.19.m.0.cv1.conv,Conv,3x3,1,40x40x64,40x40x64,36864,224768,42x42,112896,40x40,102400,215296,512,252672,262144,True,,PASS
YOLOv10n,Adaptive_Full,47,model.19.m.0.cv2.conv,Conv,3x3,1,40x40x64,40x40x64,36864,224768,42x42,112896,40x40,102400,215296,512,252672,262144,True,,PASS
YOLOv10n,Adaptive_Full,48,model.19.cv2.conv,1x1,1x1,1,40x40x192,40x40x128,24576,237056,27x27,139968,27x27,93312,233280,512,258368,262144,True,,PASS
YOLOv10n,Adaptive_Full,49,model.20.cv1.conv,1x1,1x1,1,40x40x128,40x40x128,16384,245248,30x30,115200,30x30,115200,230400,512,247296,262144,True,,PASS
YOLOv10n,Adaptive_Full,50,model.20.cv2.conv,DW,3x3,2,40x40x128,20x20x128,1152,260480,39x39,194688,19x19,46208,240896,512,242560,262144,True,,PASS
YOLOv10n,Adaptive_Full,51,model.22.cv1.conv,1x1,1x1,1,20x20x384,20x20x256,98304,163328,15x15,86400,15x15,57600,144000,512,242816,262144,True,,PASS
YOLOv10n,Adaptive_Full,52,model.22.m.0.cv1.0.conv,DW,3x3,1,20x20x128,20x20x128,1152,260480,22x22,61952,20x20,51200,113152,512,114816,262144,True,,PASS
YOLOv10n,Adaptive_Full,53,model.22.m.0.cv1.1.conv,1x1,1x1,1,20x20x128,20x20x256,32768,228864,20x20,51200,20x20,102400,153600,512,186880,262144,True,,PASS
YOLOv10n,Adaptive_Full,54,model.22.m.0.cv1.2.conv.conv,DW,7x7,1,20x20x256,20x20x256,12544,249088,24x24,147456,18x18,82944,230400,512,243456,262144,True,,PASS
YOLOv10n,Adaptive_Full,55,model.22.m.0.cv1.2.conv1.conv,DW,3x3,1,20x20x256,20x20x256,2304,259328,22x22,123904,20x20,102400,226304,512,229120,262144,True,,PASS
YOLOv10n,Adaptive_Full,56,model.22.m.0.cv1.3.conv,1x1,1x1,1,20x20x256,20x20x128,32768,228864,20x20,102400,20x20,51200,153600,512,186880,262144,True,,PASS
YOLOv10n,Adaptive_Full,57,model.22.m.0.cv1.4.conv,DW,3x3,1,20x20x128,20x20x128,1152,260480,22x22,61952,20x20,51200,113152,512,114816,262144,True,,PASS
YOLOv10n,Adaptive_Full,58,model.22.cv2.conv,1x1,1x1,1,20x20x384,20x20x256,98304,163328,15x15,86400,15x15,57600,144000,512,242816,262144,True,,PASS
YOLOv10n,Adaptive_Full,59,model.23.one2one_cv2.0.0.conv,Conv,3x3,1,80x80x64,80x80x64,36864,224768,42x42,112896,40x40,102400,215296,512,252672,262144,True,,PASS
YOLOv10n,Adaptive_Full,60,model.23.one2one_cv2.0.1.conv,Conv,3x3,1,80x80x64,80x80x64,36864,224768,42x42,112896,40x40,102400,215296,512,252672,262144,True,,PASS
YOLOv10n,Adaptive_Full,61,model.23.one2one_cv2.0.2,1x1,1x1,1,80x80x64,80x80x64,4096,257536,44x44,123904,44x44,123904,247808,512,252416,262144,True,,PASS
YOLOv10n,Adaptive_Full,62,model.23.one2one_cv2.1.0.conv,Conv,3x3,1,40x40x128,40x40x64,73728,187904,31x31,123008,29x29,53824,176832,512,251072,262144,True,,PASS
YOLOv10n,Adaptive_Full,63,model.23.one2one_cv2.1.1.conv,Conv,3x3,1,40x40x64,40x40x64,36864,224768,42x42,112896,40x40,102400,215296,512,252672,262144,True,,PASS
YOLOv10n,Adaptive_Full,64,model.23.one2one_cv2.1.2,1x1,1x1,1,40x40x64,40x40x64,4096,257536,40x40,102400,40x40,102400,204800,512,209408,262144,True,,PASS
YOLOv10n,Adaptive_Full,65,model.23.one2one_cv2.2.0.conv,Conv,3x3,1,20x20x256,20x20x64,147456,114176,19x19,92416,17x17,18496,110912,512,258880,262144,True,,PASS
YOLOv10n,Adaptive_Full,66,model.23.one2one_cv2.2.1.conv,Conv,3x3,1,20x20x64,20x20x64,36864,224768,22x22,30976,20x20,25600,56576,512,93952,262144,True,,PASS
YOLOv10n,Adaptive_Full,67,model.23.one2one_cv2.2.2,1x1,1x1,1,20x20x64,20x20x64,4096,257536,20x20,25600,20x20,25600,51200,512,55808,262144,True,,PASS
YOLOv10n,Adaptive_Full,68,model.23.one2one_cv3.0.0.0.conv,DW,3x3,1,80x80x64,80x80x64,576,261056,46x46,135424,44x44,123904,259328,512,260416,262144,True,,PASS
YOLOv10n,Adaptive_Full,69,model.23.one2one_cv3.0.0.1.conv,1x1,1x1,1,80x80x64,80x80x80,5120,256512,42x42,112896,42x42,141120,254016,512,259648,262144,True,,PASS
YOLOv10n,Adaptive_Full,70,model.23.one2one_cv3.0.1.0.conv,DW,3x3,1,80x80x80,80x80x80,720,260912,41x41,134480,39x39,121680,256160,512,257392,262144,True,,PASS
YOLOv10n,Adaptive_Full,71,model.23.one2one_cv3.0.1.1.conv,1x1,1x1,1,80x80x80,80x80x80,6400,255232,39x39,121680,39x39,121680,243360,512,250272,262144,True,,PASS
YOLOv10n,Adaptive_Full,72,model.23.one2one_cv3.0.2,1x1,1x1,1,80x80x80,80x80x80,6400,255232,39x39,121680,39x39,121680,243360,512,250272,262144,True,,PASS
YOLOv10n,Adaptive_Full,73,model.23.one2one_cv3.1.0.0.conv,DW,3x3,1,40x40x128,40x40x128,1152,260480,32x32,131072,30x30,115200,246272,512,247936,262144,True,,PASS
YOLOv10n,Adaptive_Full,74,model.23.one2one_cv3.1.0.1.conv,1x1,1x1,1,40x40x128,40x40x80,10240,251392,34x34,147968,34x34,92480,240448,512,251200,262144,True,,PASS
YOLOv10n,Adaptive_Full,75,model.23.one2one_cv3.1.1.0.conv,DW,3x3,1,40x40x80,40x40x80,720,260912,41x41,134480,39x39,121680,256160,512,257392,262144,True,,PASS
YOLOv10n,Adaptive_Full,76,model.23.one2one_cv3.1.1.1.conv,1x1,1x1,1,40x40x80,40x40x80,6400,255232,39x39,121680,39x39,121680,243360,512,250272,262144,True,,PASS
YOLOv10n,Adaptive_Full,77,model.23.one2one_cv3.1.2,1x1,1x1,1,40x40x80,40x40x80,6400,255232,39x39,121680,39x39,121680,243360,512,250272,262144,True,,PASS
YOLOv10n,Adaptive_Full,78,model.23.one2one_cv3.2.0.0.conv,DW,3x3,1,20x20x256,20x20x256,2304,259328,22x22,123904,20x20,102400,226304,512,229120,262144,True,,PASS
YOLOv10n,Adaptive_Full,79,model.23.one2one_cv3.2.0.1.conv,1x1,1x1,1,20x20x256,20x20x80,20480,241152,20x20,102400,20x20,32000,134400,512,155392,262144,True,,PASS
YOLOv10n,Adaptive_Full,80,model.23.one2one_cv3.2.1.0.conv,DW,3x3,1,20x20x80,20x20x80,720,260912,22x22,38720,20x20,32000,70720,512,71952,262144,True,,PASS
YOLOv10n,Adaptive_Full,81,model.23.one2one_cv3.2.1.1.conv,1x1,1x1,1,20x20x80,20x20x80,6400,255232,20x20,32000,20x20,32000,64000,512,70912,262144,True,,PASS
YOLOv10n,Adaptive_Full,82,model.23.one2one_cv3.2.2,1x1,1x1,1,20x20x80,20x20x80,6400,255232,20x20,32000,20x20,32000,64000,512,70912,262144,True,,PASS
YOLOv10s,Adaptive_Half,0,model.0.conv,Conv,3x3,2,640x640x3,320x320x32,864,260768,109x109,35643,54x54,93312,128955,512,130331,131072,True,,PASS
YOLOv10s,Adaptive_Half,1,model.1.conv,Conv,3x3,2,320x320x32,160x160x64,18432,243200,47x47,70688,23x23,33856,104544,512,123488,131072,True,,PASS
YOLOv10s,Adaptive_Half,2,model.2.cv1.conv,1x1,1x1,1,160x160x64,160x160x64,4096,257536,31x31,61504,31x31,61504,123008,512,127616,131072,True,,PASS
YOLOv10s,Adaptive_Half,3,model.2.m.0.cv1.conv,Conv,3x3,1,160x160x32,160x160x32,9216,252416,44x44,61952,42x42,56448,118400,512,128128,131072,True,,PASS
YOLOv10s,Adaptive_Half,4,model.2.m.0.cv2.conv,Conv,3x3,1,160x160x32,160x160x32,9216,252416,44x44,61952,42x42,56448,118400,512,128128,131072,True,,PASS
YOLOv10s,Adaptive_Half,5,model.2.cv2.conv,1x1,1x1,1,160x160x96,160x160x64,6144,255488,27x27,69984,27x27,46656,116640,512,123296,131072,True,,PASS
YOLOv10s,Adaptive_Half,6,model.3.conv,Conv,3x3,2,160x160x64,80x80x128,73728,187904,23x23,33856,11x11,15488,49344,512,123584,131072,True,,PASS
YOLOv10s,Adaptive_Half,7,model.4.cv1.conv,1x1,1x1,1,80x80x128,80x80x128,16384,245248,21x21,56448,21x21,56448,112896,512,129792,131072,True,,PASS
YOLOv10s,Adaptive_Half,8,model.4.m.0.cv1.conv,Conv,3x3,1,80x80x64,80x80x64,36864,224768,28x28,50176,26x26,43264,93440,512,130816,131072,True,,PASS
YOLOv10s,Adaptive_Half,9,model.4.m.0.cv2.conv,Conv,3x3,1,80x80x64,80x80x64,36864,224768,28x28,50176,26x26,43264,93440,512,130816,131072,True,,PASS
YOLOv10s,Adaptive_Half,10,model.4.m.1.cv1.conv,Conv,3x3,1,80x80x64,80x80x64,36864,224768,28x28,50176,26x26,43264,93440,512,130816,131072,True,,PASS
YOLOv10s,Adaptive_Half,11,model.4.m.1.cv2.conv,Conv,3x3,1,80x80x64,80x80x64,36864,224768,28x28,50176,26x26,43264,93440,512,130816,131072,True,,PASS
YOLOv10s,Adaptive_Half,12,model.4.cv2.conv,1x1,1x1,1,80x80x256,80x80x128,32768,228864,15x15,57600,15x15,28800,86400,512,119680,131072,True,,PASS
YOLOv10s,Adaptive_Half,13,model.5.cv1.conv,1x1,1x1,1,80x80x128,80x80x256,32768,228864,15x15,28800,15x15,57600,86400,512,119680,131072,True,,PASS
YOLOv10s,Adaptive_Half,14,model.5.cv2.conv,DW,3x3,2,80x80x256,40x40x256,2304,259328,19x19,92416,9x9,20736,113152,512,115968,131072,True,,PASS
YOLOv10s,Adaptive_Half,15,model.6.cv1.conv,1x1,1x1,1,40x40x256,40x40x256,65536,196096,11x11,30976,11x11,30976,61952,512,128000,131072,True,,PASS
YOLOv10s,Adaptive_Half,16,model.6.m.0.cv1.conv,Conv,3x3,1,40x40x128,40x40x128,147456,114176,3x3,1152,1x1,128,1280,512,149248,131072,True,tile_too_large,FAIL
YOLOv10s,Adaptive_Half,17,model.6.m.0.cv2.conv,Conv,3x3,1,40x40x128,40x40x128,147456,114176,3x3,1152,1x1,128,1280,512,149248,131072,True,tile_too_large,FAIL
YOLOv10s,Adaptive_Half,18,model.6.m.1.cv1.conv,Conv,3x3,1,40x40x128,40x40x128,147456,114176,3x3,1152,1x1,128,1280,512,149248,131072,True,tile_too_large,FAIL
YOLOv10s,Adaptive_Half,19,model.6.m.1.cv2.conv,Conv,3x3,1,40x40x128,40x40x128,147456,114176,3x3,1152,1x1,128,1280,512,149248,131072,True,tile_too_large,FAIL
YOLOv10s,Adaptive_Half,20,model.6.cv2.conv,1x1,1x1,1,40x40x512,40x40x256,131072,130560,1x1,512,1x1,256,768,512,132352,131072,True,tile_too_large,FAIL
YOLOv10s,Adaptive_Half,21,model.7.cv1.conv,1x1,1x1,1,40x40x256,40x40x512,131072,130560,1x1,256,1x1,512,768,512,132352,131072,True,tile_too_large,FAIL
YOLOv10s,Adaptive_Half,22,model.7.cv2.conv,DW,3x3,2,40x40x512,20x20x512,4608,257024,13x13,86528,6x6,18432,104960,512,110080,131072,True,,PASS
YOLOv10s,Adaptive_Half,23,model.8.cv1.conv,1x1,1x1,1,20x20x512,20x20x512,262144,0,1x1,512,1x1,512,1024,512,263680,131072,False,weight_exceeds_ub,FAIL
YOLOv10s,Adaptive_Half,24,model.8.m.0.cv1.0.conv,DW,3x3,1,20x20x256,20x20x256,2304,259328,16x16,65536,14x14,50176,115712,512,118528,131072,True,,PASS
YOLOv10s,Adaptive_Half,25,model.8.m.0.cv1.1.conv,1x1,1x1,1,20x20x256,20x20x512,131072,130560,1x1,256,1x1,512,768,512,132352,131072,True,tile_too_large,FAIL
YOLOv10s,Adaptive_Half,26,model.8.m.0.cv1.2.conv.conv,DW,7x7,1,20x20x512,20x20x512,25088,236544,12x12,73728,6x6,18432,92160,512,117760,131072,True,,PASS
YOLOv10s,Adaptive_Half,27,model.8.m.0.cv1.2.conv1.conv,DW,3x3,1,20x20x512,20x20x512,4608,257024,12x12,73728,10x10,51200,124928,512,130048,131072,True,,PASS
YOLOv10s,Adaptive_Half,28,model.8.m.0.cv1.3.conv,1x1,1x1,1,20x20x512,20x20x256,131072,130560,1x1,512,1x1,256,768,512,132352,131072,True,tile_too_large,FAIL
YOLOv10s,Adaptive_Half,29,model.8.m.0.cv1.4.conv,DW,3x3,1,20x20x256,20x20x256,2304,259328,16x16,65536,14x14,50176,115712,512,118528,131072,True,,PASS
YOLOv10s,Adaptive_Half,30,model.8.cv2.conv,1x1,1x1,1,20x20x768,20x20x512,393216,0,1x1,768,1x1,512,1280,512,395008,131072,False,weight_exceeds_ub,FAIL
YOLOv10s,Adaptive_Half,31,model.9.cv1.conv,1x1,1x1,1,20x20x512,20x20x256,131072,130560,1x1,512,1x1,256,768,512,132352,131072,True,tile_too_large,FAIL
YOLOv10s,Adaptive_Half,32,model.9.cv2.conv,1x1,1x1,1,20x20x1024,20x20x512,524288,0,1x1,1024,1x1,512,1536,512,526336,131072,False,weight_exceeds_ub,FAIL
YOLOv10s,Adaptive_Half,33,model.10.cv1.conv,1x1,1x1,1,20x20x512,20x20x512,262144,0,1x1,512,1x1,512,1024,512,263680,131072,False,weight_exceeds_ub,FAIL
YOLOv10s,Adaptive_Half,34,model.10.attn.qkv.conv,1x1,1x1,1,20x20x256,20x20x512,131072,130560,1x1,256,1x1,512,768,512,132352,131072,True,tile_too_large,FAIL
YOLOv10s,Adaptive_Half,35,model.10.attn.pe.conv,DW,3x3,1,20x20x256,20x20x256,2304,259328,16x16,65536,14x14,50176,115712,512,118528,131072,True,,PASS
YOLOv10s,Adaptive_Half,36,model.10.attn.proj.conv,1x1,1x1,1,20x20x256,20x20x256,65536,196096,11x11,30976,11x11,30976,61952,512,128000,131072,True,,PASS
YOLOv10s,Adaptive_Half,37,model.10.ffn.0.conv,1x1,1x1,1,20x20x256,20x20x512,131072,130560,1x1,256,1x1,512,768,512,132352,131072,True,tile_too_large,FAIL
YOLOv10s,Adaptive_Half,38,model.10.ffn.1.conv,1x1,1x1,1,20x20x512,20x20x256,131072,130560,1x1,512,1x1,256,768,512,132352,131072,True,tile_too_large,FAIL
YOLOv10s,Adaptive_Half,39,model.10.cv2.conv,1x1,1x1,1,20x20x512,20x20x512,262144,0,1x1,512,1x1,512,1024,512,263680,131072,False,weight_exceeds_ub,FAIL
YOLOv10s,Adaptive_Half,40,model.13.cv1.conv,1x1,1x1,1,40x40x768,40x40x256,196608,65024,1x1,768,1x1,256,1024,512,198144,131072,True,tile_too_large,FAIL
YOLOv10s,Adaptive_Half,41,model.13.m.0.cv1.conv,Conv,3x3,1,40x40x128,40x40x128,147456,114176,3x3,1152,1x1,128,1280,512,149248,131072,True,tile_too_large,FAIL
YOLOv10s,Adaptive_Half,42,model.13.m.0.cv2.conv,Conv,3x3,1,40x40x128,40x40x128,147456,114176,3x3,1152,1x1,128,1280,512,149248,131072,True,tile_too_large,FAIL
YOLOv10s,Adaptive_Half,43,model.13.cv2.conv,1x1,1x1,1,40x40x384,40x40x256,98304,163328,7x7,18816,7x7,12544,31360,512,130176,131072,True,,PASS
YOLOv10s,Adaptive_Half,44,model.16.cv1.conv,1x1,1x1,1,80x80x384,80x80x128,49152,212480,12x12,55296,12x12,18432,73728,512,123392,131072,True,,PASS
YOLOv10s,Adaptive_Half,45,model.16.m.0.cv1.conv,Conv,3x3,1,80x80x64,80x80x64,36864,224768,28x28,50176,26x26,43264,93440,512,130816,131072,True,,PASS
YOLOv10s,Adaptive_Half,46,model.16.m.0.cv2.conv,Conv,3x3,1,80x80x64,80x80x64,36864,224768,28x28,50176,26x26,43264,93440,512,130816,131072,True,,PASS
YOLOv10s,Adaptive_Half,47,model.16.cv2.conv,1x1,1x1,1,80x80x192,80x80x128,24576,237056,18x18,62208,18x18,41472,103680,512,128768,131072,True,,PASS
YOLOv10s,Adaptive_Half,48,model.17.conv,Conv,3x3,2,80x80x128,40x40x128,147456,114176,3x3,1152,1x1,128,1280,512,149248,131072,True,tile_too_large,FAIL
YOLOv10s,Adaptive_Half,49,model.19.cv1.conv,1x1,1x1,1,40x40x384,40x40x256,98304,163328,7x7,18816,7x7,12544,31360,512,130176,131072,True,,PASS
YOLOv10s,Adaptive_Half,50,model.19.m.0.cv1.conv,Conv,3x3,1,40x40x128,40x40x128,147456,114176,3x3,1152,1x1,128,1280,512,149248,131072,True,tile_too_large,FAIL
YOLOv10s,Adaptive_Half,51,model.19.m.0.cv2.conv,Conv,3x3,1,40x40x128,40x40x128,147456,114176,3x3,1152,1x1,128,1280,512,149248,131072,True,tile_too_large,FAIL
YOLOv10s,Adaptive_Half,52,model.19.cv2.conv,1x1,1x1,1,40x40x384,40x40x256,98304,163328,7x7,18816,7x7,12544,31360,512,130176,131072,True,,PASS
YOLOv10s,Adaptive_Half,53,model.20.cv1.conv,1x1,1x1,1,40x40x256,40x40x256,65536,196096,11x11,30976,11x11,30976,61952,512,128000,131072,True,,PASS
YOLOv10s,Adaptive_Half,54,model.20.cv2.conv,DW,3x3,2,40x40x256,20x20x256,2304,259328,19x19,92416,9x9,20736,113152,512,115968,131072,True,,PASS
YOLOv10s,Adaptive_Half,55,model.22.cv1.conv,1x1,1x1,1,20x20x768,20x20x512,393216,0,1x1,768,1x1,512,1280,512,395008,131072,False,weight_exceeds_ub,FAIL
YOLOv10s,Adaptive_Half,56,model.22.m.0.cv1.0.conv,DW,3x3,1,20x20x256,20x20x256,2304,259328,16x16,65536,14x14,50176,115712,512,118528,131072,True,,PASS
YOLOv10s,Adaptive_Half,57,model.22.m.0.cv1.1.conv,1x1,1x1,1,20x20x256,20x20x512,131072,130560,1x1,256,1x1,512,768,512,132352,131072,True,tile_too_large,FAIL
YOLOv10s,Adaptive_Half,58,model.22.m.0.cv1.2.conv.conv,DW,7x7,1,20x20x512,20x20x512,25088,236544,12x12,73728,6x6,18432,92160,512,117760,131072,True,,PASS
YOLOv10s,Adaptive_Half,59,model.22.m.0.cv1.2.conv1.conv,DW,3x3,1,20x20x512,20x20x512,4608,257024,12x12,73728,10x10,51200,124928,512,130048,131072,True,,PASS
YOLOv10s,Adaptive_Half,60,model.22.m.0.cv1.3.conv,1x1,1x1,1,20x20x512,20x20x256,131072,130560,1x1,512,1x1,256,768,512,132352,131072,True,tile_too_large,FAIL
